Exercise,Category,BodyPart,Equipment,Difficulty,Stimulus-to-Fatigue,Expected Time,Hypertrophy Rating
Barbell deadlift bent-over row complex,Strength,Middle Back,Barbell,Intermediate,0.631343291,15.51615376,0.646810443
30 Back Barbell Deadlift,Strength,Middle Back,Barbell,Intermediate,0.642222226,17.52272706,0.578366719
30 Back Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,0.607152657,17.14460286,0.737417132
30 Back T-Bar Row,Strength,Middle Back,Barbell,Intermediate,0.539544274,16.36083778,0.612897793
30 Back Underhand Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,0.631585191,16.59742285,0.64287151
Barbell shrug,Strength,Traps,Barbell,Intermediate,0.589753042,16.64051827,0.572647996
Barbell behind-the-back shrug,Strength,Traps,Barbell,Intermediate,0.599482969,17.17201393,0.672163172
Single-arm inverted row,Strength,Traps,Barbell,Intermediate,0.682861186,17.41683326,0.709928115
Barbell Full Squat,Strength,Quadriceps,Barbell,Intermediate,0.633632188,17.60742436,0.602739154
Barbell walking lunge,Strength,Quadriceps,Barbell,Intermediate,0.574541385,16.53764198,0.64670508
Narrow-stance squat,Strength,Quadriceps,Barbell,Expert,0.651391452,16.63855518,0.608515677
Weighted Jump Squat,Strength,Quadriceps,Barbell,Beginner,0.811164162,15.34091572,0.530193692
Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,0.574777868,16.97561067,0.634714582
Barbell front squat,Strength,Quadriceps,Barbell,Intermediate,0.641189963,18.12518256,0.648542204
Barbell forward lunge,Strength,Quadriceps,Barbell,Expert,0.71648231,17.61328697,0.550030512
Smith machine box squat,Strength,Quadriceps,Barbell,Intermediate,0.618177926,17.11303593,0.660374169
Barbell step-up,Strength,Quadriceps,Barbell,Intermediate,0.566683742,17.19722201,0.555361532
Barbell Bulgarian split squat,Strength,Quadriceps,Barbell,Intermediate,0.639973747,17.47397362,0.690345408
Barbell hack squat,Strength,Quadriceps,Barbell,Expert,0.619275002,15.75614798,0.634438852
Hack Squat,Strength,Quadriceps,Barbell,Intermediate,0.622387184,16.18064126,0.657042972
Barbell thruster,Strength,Quadriceps,Barbell,Intermediate,0.631660468,17.83452376,0.677658665
Barbell back squat,Strength,Quadriceps,Barbell,Intermediate,0.569600291,16.90546063,0.688156547
Zercher squat,Strength,Quadriceps,Barbell,Intermediate,0.540278494,17.33142392,0.664678384
Jefferson Squats,Strength,Quadriceps,Barbell,Beginner,0.763901661,14.39983661,0.528679933
Barbell side split squat,Strength,Quadriceps,Barbell,Intermediate,0.614692794,18.34368002,0.665057798
Barbell speed squat,Strength,Quadriceps,Barbell,Intermediate,0.586041805,17.74251999,0.638159539
Single-arm side deadlift,Strength,Quadriceps,Barbell,Expert,0.697065082,17.2105854,0.652519404
Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Intermediate,0.629463777,16.6366402,0.641941506
Front Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Beginner,0.751605904,14.22836247,0.494443272
Barbell reverse lunge,Strength,Quadriceps,Barbell,Intermediate,0.624091305,16.72934517,0.597503763
Close-stance dumbbell front squat,Strength,Quadriceps,Barbell,Intermediate,0.611889314,17.54740688,0.694154571
Front Squat (Clean Grip),Strength,Quadriceps,Barbell,Beginner,0.788940808,13.76721274,0.502020002
Barbell front squat to back squat,Strength,Quadriceps,Barbell,Intermediate,0.614499703,16.76536316,0.682211672
Squat Jerk,Strength,Quadriceps,Barbell,Beginner,0.766273571,14.32396015,0.511966084
Barbell Front-To-Back Squat,Strength,Quadriceps,Barbell,Intermediate,0.623057364,15.56025641,0.729237389
Box Squat with Chains,Strength,Quadriceps,Barbell,Beginner,0.74297712,14.45948126,0.536158241
Front Squat (Bodybuilder),Strength,Quadriceps,Barbell,Intermediate,0.634884381,16.50335925,0.620829389
Barbell step-down reverse lunge,Strength,Quadriceps,Barbell,Intermediate,0.616008636,16.4914381,0.659674907
Paul Carter Back Squat,Strength,Quadriceps,Barbell,Intermediate,0.572607049,16.55755521,0.666475424
Paul Carter Barbell Split Squat,Strength,Quadriceps,Barbell,Intermediate,0.615376508,18.74882726,0.610179098
TBS High-Bar Back Squat,Strength,Quadriceps,Barbell,Intermediate,0.723577371,18.87617275,0.603650391
TBS Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,0.6560457,17.08812387,0.669776269
Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,0.609802857,16.43319969,0.665210019
Front-To-Back Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,0.655201611,15.97301999,0.60518151
Barbell Lunge - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,0.669071677,16.9097973,0.649102395
Rack Deadlift - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,0.634912643,16.66558366,0.712982149
Barbell Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,0.640383603,16.90441637,0.652001226
Barbell Good Morning - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,0.619841977,16.39948599,0.620475873
AM Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,0.657370294,18.81203505,0.677652344
Plyometric Power Clean,Strength,Quadriceps,Barbell,Intermediate,0.631298019,16.52785713,0.63353964
Banded Split Jerk,Strength,Quadriceps,Barbell,Intermediate,0.601281473,18.50062817,0.591484652
UP Squat,Strength,Quadriceps,Barbell,Intermediate,0.612580927,18.65943552,0.634417746
UN Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,0.622402418,17.282043,0.656094354
UN Barbell Box Squat,Strength,Quadriceps,Barbell,Intermediate,0.588528549,16.64561581,0.613086394
UN Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,0.611584034,17.00152725,0.615334339
KV Bulgarian Split Squat,Strength,Quadriceps,Barbell,Intermediate,0.668863063,15.64324994,0.645101992
King Maker Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,0.607445763,17.52048593,0.684879234
King Maker Barbell Deadlift,Strength,Quadriceps,Barbell,Intermediate,0.591910935,17.46574943,0.618459139
30 Legs Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,0.676160663,17.85410914,0.657877797
30 Legs Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,0.650819005,17.25908761,0.699347908
Barbell Back Squats,Strength,Quadriceps,Barbell,Intermediate,0.648706348,15.57871851,0.6783464
Clean and press,Strength,Shoulders,Barbell,Intermediate,0.635210888,17.81121644,0.66224678
Military press,Strength,Shoulders,Barbell,Intermediate,0.560875702,16.4889196,0.595929207
Seated barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,0.54394218,17.48957202,0.624939232
Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Barbell,Beginner,0.683935196,15.41264078,0.524107638
Standing Bradford press,Strength,Shoulders,Barbell,Intermediate,0.62751515,17.09789853,0.675855863
Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,0.582232872,16.16176938,0.663093032
Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate,0.618552253,17.84644896,0.656218682
Barbell upright row,Strength,Shoulders,Barbell,Intermediate,0.667621707,17.38500641,0.65397356
Bradford/Rocky Presses,Strength,Shoulders,Barbell,Beginner,0.772424961,15.64018502,0.504853818
Lying rear delt fly,Strength,Shoulders,Barbell,Intermediate,0.627146346,15.85597075,0.576680635
Machine Shoulder (Military) Press,Strength,Shoulders,Barbell,Intermediate,0.614578499,18.36260738,0.71609707
Standing Barbell Press Behind Neck,Strength,Shoulders,Barbell,Intermediate,0.632112686,16.69435227,0.612981251
Barbell front raise,Strength,Shoulders,Barbell,Intermediate,0.552149515,18.33917383,0.633947948
Overhead bar front raise,Strength,Shoulders,Barbell,Intermediate,0.611128051,17.72921048,0.663600001
Incline barbell shoulder protraction,Strength,Shoulders,Barbell,Intermediate,0.568143496,17.04321765,0.655768646
Smith Incline Shoulder Raise,Strength,Shoulders,Barbell,Beginner,0.770592423,15.76858338,0.598549805
Seated EZ-bar shrug,Strength,Shoulders,Barbell,Intermediate,0.57353699,18.0066768,0.599868856
Paul Carter Barbell Seated Military Press,Strength,Shoulders,Barbell,Intermediate,0.589196491,16.54265032,0.675591286
TBS Barbell Military Press,Strength,Shoulders,Barbell,Intermediate,0.572932522,15.42858002,0.642253434
Incline Front Barbell Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,0.583881101,18.04482411,0.660635926
Barbell Front Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,0.586910112,17.35756085,0.626997112
Single-arm barbell lateral raise,Strength,Shoulders,Barbell,Intermediate,0.592139988,15.36909108,0.63535115
AM Upright Row,Strength,Shoulders,Barbell,Intermediate,0.589064346,17.21899055,0.608792447
AM Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,0.58105801,16.89285858,0.628264288
Standing barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,0.643331558,17.73758938,0.683322445
King Maker Barbell Thruster,Strength,Shoulders,Barbell,Intermediate,0.688401104,16.16800696,0.551914995
Single-arm incline cable cross-over,Strength,Shoulders,Barbell,Intermediate,0.648338799,17.65641849,0.701262057
Barbell bear complex,Strength,Shoulders,Barbell,Intermediate,0.643424429,15.81913822,0.573055807
30 Shoulders Barbell Shrug,Strength,Shoulders,Barbell,Intermediate,0.629421698,17.87703728,0.642121359
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Barbell,Intermediate,0.598000574,16.49015072,0.655297808
30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,0.610147192,14.61981765,0.608073359
30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Barbell,Intermediate,0.622947905,17.88089242,0.64613143
30 Shoulders Standing Barbell Press,Strength,Shoulders,Barbell,Intermediate,0.613709233,15.99578739,0.659198703
FYR2 Wide Overhead Press,Strength,Shoulders,Barbell,Intermediate,0.671997331,16.68934529,0.659532236
Incline EZ-bar skullcrusher,Strength,Triceps,Barbell,Intermediate,0.570156747,16.97649891,0.674318888
Decline Close-Grip Bench To Skull Crusher,Strength,Triceps,Barbell,Beginner,0.754501408,15.64547167,0.482172953
Behind-the-head skullcrusher,Strength,Triceps,Barbell,Intermediate,0.623321416,18.12335484,0.668940238
Standing barbell overhead triceps extension,Strength,Triceps,Barbell,Intermediate,0.622569275,17.68052413,0.725172044
Reverse-grip bench press,Strength,Triceps,Barbell,Intermediate,0.630171651,18.05662428,0.641607282
One Arm Floor Press,Strength,Triceps,Barbell,Beginner,0.763992054,14.83747711,0.457187427
JM Press With Bands,Strength,Triceps,Barbell,Beginner,0.730557441,14.68734327,0.432299272
JM Press,Strength,Triceps,Barbell,Beginner,0.796865776,13.97932117,0.51739091
Decline Barbell Triceps Extension - Gethin Variation,Strength,Triceps,Barbell,Intermediate,0.491600241,17.55627497,0.654321594
AM Skullcrusher,Strength,Triceps,Barbell,Intermediate,0.654973549,16.46633061,0.622317066
30 Arms Close-Grip Bench Press,Strength,Triceps,Barbell,Intermediate,0.662212455,17.75019531,0.665089905
30 Arms Barbell Skullcrusher,Strength,Triceps,Barbell,Intermediate,0.635509819,16.57767052,0.741001683
Axle Clean And Press,Strongman,Shoulders,Barbell,Beginner,0.483521412,22.62040501,0.747837353
Elbow plank,Strength,Abdominals,Body Only,Intermediate,0.774515582,14.57031407,0.536985408
Bottoms Up,Strength,Abdominals,Body Only,Intermediate,0.786002314,14.74042894,0.565263124
Spider crawl,Strength,Abdominals,Body Only,Intermediate,0.712816892,15.13853699,0.554639549
Cocoons,Strength,Abdominals,Body Only,Intermediate,0.719837951,15.39311743,0.600952375
Cross-Body Crunch,Strength,Abdominals,Body Only,Intermediate,0.660094078,13.42030788,0.523544039
Elbow-to-knee crunch,Strength,Abdominals,Body Only,Intermediate,0.717922042,16.34343701,0.526899483
Decline Crunch,Strength,Abdominals,Body Only,Intermediate,0.75157021,15.8275203,0.542074835
Hanging toes-to-bar,Strength,Abdominals,Body Only,Intermediate,0.713280272,16.09005779,0.478693245
Hanging Oblique Knee Raise,Strength,Abdominals,Body Only,Intermediate,0.780447684,13.87178686,0.484214724
Gorilla Chin/Crunch,Strength,Abdominals,Body Only,Beginner,0.921535935,12.70478369,0.370587884
Hanging leg raise,Strength,Abdominals,Body Only,Intermediate,0.676912764,15.23307836,0.533917809
Ab bicycle,Strength,Abdominals,Body Only,Intermediate,0.779570683,14.05348014,0.523906831
3/4 sit-up,Strength,Abdominals,Body Only,Intermediate,0.715445205,14.87813933,0.553598958
Reverse crunch,Strength,Abdominals,Body Only,Intermediate,0.711583879,15.11039355,0.532636646
Crunches,Strength,Abdominals,Body Only,Intermediate,0.662637811,14.66087795,0.494348785
Dead bug reach,Strength,Abdominals,Body Only,Intermediate,0.661889774,15.22666413,0.492274051
Crunch - Hands Overhead,Strength,Abdominals,Body Only,Beginner,0.897256319,11.7154453,0.401932952
V-up,Strength,Abdominals,Body Only,Intermediate,0.711274614,15.33051299,0.572343373
Russian twist,Strength,Abdominals,Body Only,Intermediate,0.738346035,15.32368236,0.555194027
Flat Bench Lying Leg Raise,Strength,Abdominals,Body Only,Intermediate,0.713059957,14.35901393,0.560444641
Knees tucked crunch,Strength,Abdominals,Body Only,Intermediate,0.703744021,14.06630379,0.507951724
Butt-Ups,Strength,Abdominals,Body Only,Beginner,0.901630518,12.60503162,0.365658678
Feet-elevated oblique crunch,Strength,Abdominals,Body Only,Intermediate,0.768605467,15.96616837,0.537010255
Bent-knee reverse crunch,Strength,Abdominals,Body Only,Intermediate,0.742854137,15.82915395,0.588936124
Alternating heel-touch,Strength,Abdominals,Body Only,Intermediate,0.722287013,17.01536677,0.498810866
Suspended Reverse Crunch,Strength,Abdominals,Body Only,Intermediate,0.715122722,15.50708613,0.496520199
Lying bench reverse crunch,Strength,Abdominals,Body Only,Intermediate,0.771136367,12.76151237,0.581302629
Sit-up,Strength,Abdominals,Body Only,Intermediate,0.714816799,15.85621664,0.569317106
Side Bridge,Strength,Abdominals,Body Only,Intermediate,0.713579775,16.48929588,0.52689389
Lying oblique crunch,Strength,Abdominals,Body Only,Intermediate,0.841265219,15.14564275,0.589171393
Janda Sit-Up,Strength,Abdominals,Body Only,Beginner,0.838365036,14.47097057,0.451124523
Leg Pull-In,Strength,Abdominals,Body Only,Beginner,0.871533226,13.97212243,0.388608668
Side Jackknife,Strength,Abdominals,Body Only,Intermediate,0.761810553,14.61682398,0.541474704
Seated Scissor Kick,Strength,Abdominals,Body Only,Intermediate,0.692997744,14.25205561,0.533829154
Partner resistance standing twist,Strength,Abdominals,Body Only,Intermediate,0.75497811,15.82899165,0.498809983
Cross Crunch,Strength,Abdominals,Body Only,Beginner,0.906152602,13.19757008,0.419087668
Full Moon,Strength,Abdominals,Body Only,Beginner,0.839378541,11.94113075,0.356115701
Hanging knee raise with manual resistance,Strength,Abdominals,Body Only,Beginner,0.841366243,12.14055647,0.383866393
Straight-Legged Hip Raise,Strength,Abdominals,Body Only,Intermediate,0.750347286,15.32482197,0.549830409
Skin The Cat To Push-Up,Strength,Abdominals,Body Only,Intermediate,0.722946526,15.69932729,0.563847342
Partner lying leg raise with lateral throw down,Strength,Abdominals,Body Only,Beginner,0.854090724,11.87524795,0.383631416
Hanging leg raise with throw down,Strength,Abdominals,Body Only,Beginner,0.885639997,10.39622364,0.430175561
Partner sit-up with high-five,Strength,Abdominals,Body Only,Beginner,0.959353259,13.7080537,0.352244788
Exercise ball knee roll-in,Strength,Abdominals,Body Only,Intermediate,0.695442801,13.99184887,0.573886497
Partner lying leg raise with throw down,Strength,Abdominals,Body Only,Beginner,0.920727633,12.91262456,0.30489352
Crab toe-touch,Strength,Abdominals,Body Only,Intermediate,0.756167618,17.12737346,0.509566638
Side kick-through,Strength,Abdominals,Body Only,Intermediate,0.73181201,14.43197363,0.529434085
Partner target sit-up,Strength,Abdominals,Body Only,Beginner,0.793969618,13.73552963,0.350820096
Suspended Crunch,Strength,Abdominals,Body Only,Beginner,0.86626393,13.30098348,0.38696789
Jump Lunge,Strength,Abdominals,Body Only,Intermediate,0.770347057,15.04888092,0.53400684
Side plank hip dip,Strength,Abdominals,Body Only,Intermediate,0.653666454,14.14489958,0.571913081
Elbow plank jack,Strength,Abdominals,Body Only,Intermediate,0.775909955,16.03663192,0.518035149
Exercise ball V-up,Strength,Abdominals,Body Only,Intermediate,0.697580225,12.99994586,0.475267657
Standing torso twist stretch,Strength,Abdominals,Body Only,Intermediate,0.70735361,16.27494555,0.457532189
Bear crawl,Strength,Abdominals,Body Only,Intermediate,0.721162914,14.48864979,0.58632944
Side lunge cross-body heel-touch,Strength,Abdominals,Body Only,Intermediate,0.726843438,13.00938169,0.599714677
Alligator Crawl,Strength,Abdominals,Body Only,Intermediate,0.705712737,16.30685162,0.481465712
Lying cross-over lower back stretch,Strength,Abdominals,Body Only,Intermediate,0.762075858,14.77383458,0.520488128
Shoulder tap,Strength,Abdominals,Body Only,Intermediate,0.740919875,14.52605334,0.523937059
Double crunch,Strength,Abdominals,Body Only,Intermediate,0.703786879,14.83634154,0.589788144
Flutter kick,Strength,Abdominals,Body Only,Intermediate,0.757511115,15.09833308,0.486555374
Sprawl,Strength,Abdominals,Body Only,Intermediate,0.743886171,14.00698787,0.497468394
Spider plank jack,Strength,Abdominals,Body Only,Intermediate,0.767081692,15.13916381,0.53602245
Pillar-To-Plank,Strength,Abdominals,Body Only,Intermediate,0.724478747,14.72534837,0.48353074
Alternating High Knee Raise,Strength,Abdominals,Body Only,Intermediate,0.686642644,14.59086117,0.515998488
Sumo Squat Pulse,Strength,Abdominals,Body Only,Intermediate,0.787403796,15.92838612,0.457020606
Line-Drill Foot Work,Strength,Abdominals,Body Only,Intermediate,0.673303125,14.55692229,0.48688278
Plank Fire Hydrants,Strength,Abdominals,Body Only,Intermediate,0.692477484,15.47058975,0.496852245
Banded jumping jack,Strength,Abdominals,Body Only,Intermediate,0.804390035,15.8292645,0.510246476
Shin hug,Strength,Abdominals,Body Only,Intermediate,0.725709076,14.94089588,0.541949836
